Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM138014 677.56
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM138054 699.02
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM152570 597.54
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM152576 841.49
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM152645 202.81
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM152707 581.53
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM152711 595.06
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM152766 606.85
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM152803 279.42
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM179780 410.35
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM179863 960.34
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM179892 515.17
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM179895 561.91
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM179957 325.86
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM203639 194.82
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM203658 921.92
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM203708 197.54
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM203726 262.58
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM203759 478.74
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM203784 228.87
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM231902 571.46
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM231917 174.67
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM231976 189.78
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM277688 392.70
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM301651 418.62
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM38051 618.87
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM38063 279.27
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM38082 262.21
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM38083 501.60
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM38106 503.06
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM38110 192.89
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM46873 786.39
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM46880 589.93
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM46883 433.89
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM46885 365.01
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM46890 430.57
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM53086 326.54
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM53099 880.21
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM53108 234.51
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM53131 231.86
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM76486 554.87
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM76492 297.80
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM76495 640.74
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM76517 362.79
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM76561 256.34
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM76564 183.42
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM76619 265.43
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM76627 460.86
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM88969 205.56
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM88980 378.02
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM88986 411.97
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM88988 261.72
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM88990 249.40
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM88996 658.34
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM89000 332.98
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM89005 594.07
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM89010 505.69
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM89021 160.17
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM89071 515.53
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-2: GSM89102 407.43
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102440 586.55
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102441 800.69
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102468 781.44
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102487 582.25
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102499 986.52
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102506 653.93
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102525 442.46
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102536 1335.16
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102544 403.24
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102563 364.23
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102564 659.85
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102569 520.19
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM102573 381.44
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM117578 2045.59
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM117581 874.13
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM117585 820.86
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM117661 261.18
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM117675 870.08
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM117685 1123.59
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM117686 1205.24
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM117692 1346.87
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM117695 480.80
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM117730 686.73
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM117758 850.46
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM137898 415.35
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM137903 431.88
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM137924 870.56
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM137936 1513.84
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM137950 266.08
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM137987 1240.41
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM137988 596.80
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM137989 856.73
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM137991 1133.60
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM137994 290.88
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM138011 921.35
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM138028 284.09
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM138035 736.99
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM138041 1101.00
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM138051 938.43
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152571 181.21
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152615 448.82
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152616 312.78
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152620 488.46
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152621 391.70
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152627 873.10
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152680 361.26
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152685 822.17
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152698 971.99
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152699 338.33
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152753 1224.52
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152761 1077.00
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152768 349.20
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152776 660.72
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM152782 1183.79
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM179829 855.31
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM179835 1136.20
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM179837 667.35
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM179841 2000.02
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM179861 491.11
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM179891 736.27
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM179898 368.52
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM179902 1479.71
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM179919 388.48
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM179932 854.83
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM179946 881.73
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM203648 372.66
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM203752 655.39
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM231884 340.85
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM231886 1238.43
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM231887 235.93
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM231892 570.07
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM231918 892.12
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM277679 630.70
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM277681 670.13
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM277685 1759.20
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM277691 340.24
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM301653 915.81
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM301663 1421.21
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM301664 1395.05
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM301688 470.48
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM325837 427.15
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM38054 351.31
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM38057 899.51
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM38059 1216.74
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM38062 1073.27
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM38081 1915.23
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM38091 367.86
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM38094 627.43
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM38102 1028.41
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM38109 1208.16
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM46816 378.49
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM46849 594.07
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM46862 404.28
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM46874 776.53
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM46891 371.86
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM46893 584.39
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM46908 153.51
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM46974 510.94
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM53028 1132.82
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM53032 291.21
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM53059 168.16
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM53080 446.37
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM53115 948.96
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM53130 1592.30
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM53172 232.76
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM76493 219.12
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM76497 565.98
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM76514 681.33
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM76521 210.42
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM76545 775.35
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM76552 714.90
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM76560 511.15
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM76566 1425.25
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM76582 596.80
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM88970 448.20
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM88991 1177.41
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM89006 541.68
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM89016 364.03
Breast_Primary.Tumor_Ductal.Carcinoma,Grade-3: GSM89018 367.50
Breast_Primary.Tumor_Ductal.Carcinoma.In-situ.(DCIS).with.focal.Comedo.Carcinoma: GSM46900 352.99
Breast_Primary.Tumor_Inflammatory.Carcinoma,Grade-3: GSM117745 478.57
Breast_Primary.Tumor_Inflammatory.Carcinoma,Grade-3: GSM203669 287.02
Breast_Primary.Tumor_Intracystic.Carcinoma,Grade-2: GSM203623 126.12
Breast_Primary.Tumor_Intraductal.Carcinoma: GSM179933 301.60
Breast_Primary.Tumor_Intraductal.Carcinoma: GSM46836 275.42
Breast_Primary.Tumor_Intraductal.Papillary.Carcinoma: GSM137900 546.32
Breast_Primary.Tumor_Intraductal.Papillary.Carcinoma,Grade-2: GSM152605 430.57
Breast_Primary.Tumor_Invasive.Ductal.Carcinoma: GSM325845 795.60
Breast_Primary.Tumor_Invasive.Ductal.Carcinoma,Grade-1: GSM325792 688.02
Breast_Primary.Tumor_Invasive.Ductal.Carcinoma,Grade-1: GSM325808 321.93
Breast_Primary.Tumor_Invasive.Ductal.Carcinoma,Grade-2: GSM277734 250.66
Breast_Primary.Tumor_Invasive.Ductal.Carcinoma,Grade-3: GSM325787 440.38
Breast_Primary.Tumor_Invasive.Ductal.Carcinoma,Grade-3: GSM325826 431.88
Breast_Primary.Tumor_Invasive.Ductal.Carcinoma,Grade-3: GSM353926 1002.72
Breast_Primary.Tumor_Invasive.DuctalCarcinoma,.Mucinous.Type,.Grade-1: GSM89009 235.86
Breast_Primary.Tumor_Lobular.Carcinoma: GSM53123 180.76
Breast_Primary.Tumor_Lobular.Carcinoma: GSM53161 175.02
Breast_Primary.Tumor_Lobular.Carcinoma: GSM76586 230.70
Breast_Primary.Tumor_Lobular.Carcinoma: GSM76603 215.96
Breast_Primary.Tumor_Lobular.Carcinoma: GSM76628 293.23
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-1: GSM117584 256.53
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-1: GSM46959 318.14
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-1: GSM53102 286.94
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-1: GSM88979 166.32
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-1: GSM89022 259.43
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM102482 276.17
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM102566 279.50
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM102583 657.75
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM117580 289.44
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM137963 325.20
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM152590 414.26
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM152661 517.06
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM152669 202.77
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM152678 492.00
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM152729 350.56
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM152759 243.59
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM179896 597.54
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM179950 853.83
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM203701 361.36
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM203792 727.20
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM231919 285.19
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM231932 296.79
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM231992 325.20
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM277682 417.52
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM277693 198.58
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM301657 584.84
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM325788 259.00
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM38092 1587.23
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM46846 455.66
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM76592 191.78
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM76637 162.77
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-2: GSM89055 248.86
Breast_Primary.Tumor_Lobular.Carcinoma,Grade-3: GSM179791 359.49
Breast_Primary.Tumor_Medullary.Carcinoma,Grade-3: GSM179886 1027.77
Breast_Primary.Tumor_Medullary.Carcinoma,Grade-3: GSM301686 735.51
Breast_Primary.Tumor_Metaplastic.Carcinoma: GSM46938 983.92
Breast_Primary.Tumor_Metaplastic.Carcinoma: GSM89077 298.30
Breast_Primary.Tumor_Metaplastic.Carcinoma,Grade-3: GSM179854 435.64
Breast_Primary.Tumor_Metaplastic.Squamous.Carcinoma,Grade-3: GSM102439 787.21
Breast_Primary.Tumor_Metaplastic.Squamous.Carcinoma,Grade-3: GSM89008 495.42
Breast_Primary.Tumor_Mucinous.Carcinoma,Grade-1: GSM102530 306.00
Breast_Primary.Tumor_Mucinous.Carcinoma,Grade-1: GSM117639 501.95
Breast_Primary.Tumor_Mucinous.Carcinoma,Grade-1: GSM137943 134.62
Breast_Primary.Tumor_Mucinous.Carcinoma,Grade-2: GSM137953 773.31
Breast_Primary.Tumor_Mucinous.Carcinoma,Grade-2: GSM152691 344.63
Breast_Primary.Tumor_Papillary.Carcinoma,Grade-1: GSM152775 223.96
Breast_Primary.Tumor_Papillary.Carcinoma(predominantly.micropapillary.pattern),.Grade-2: GSM138027 291.45
Breast_Primary.Tumor_Pleomorphic.Liposarcoma: GSM102576 374.73
Central.Nervous.System_Primary.Tumor_Astrocytoma: GSM325821 293.56
Central.Nervous.System_Primary.Tumor_Brain: GSM76588 137.13
Colon_Primary.Tumor_Ascending.Colon.Adenocarcinoma,Grade-2: GSM325789 1338.59
Colon_Primary.Tumor_Ascending.Colon.Adenocarcinoma,Grade-2: GSM325818 1320.07
Colon_Primary.Tumor_Ascending.Colon.Adenocarcinoma,Grade-3: GSM325816 1481.15
Colon_Primary.Tumor_Adenocarcinoma.Arising.in.a.Villous.Adenoma,Grade-2: GSM277711 1793.30
Colon_Primary.Tumor_Cecum.Adenocarcinoma,Grade-2: GSM179856 1198.65
Colon_Primary.Tumor_Cecum.Adenocarcinoma,Grade-2: GSM277699 1214.80
Colon_Primary.Tumor_Cecum.Adenocarcinoma,Grade-2: GSM301667 1819.97
